# Party Region Candidate Twitter
English Democrats, london, Matthew Roberts, 
English Democrats, london, Maggi Young, 
English Democrats, london, Graham Clipperton, 
English Democrats, london, Gary Butler, 
English Democrats, london, Nick Capp, 
English Democrats, london, Louise Dutton, 
English Democrats, london, Natalie Smith, 
English Democrats, south-west, Alan England, 
English Democrats, south-west, Mike Blundell, 
English Democrats, south-west, Clive Lavelle, 
English Democrats, south-west, Barbara Wright, 
English Democrats, south-west, Stephen Wright, 
English Democrats, south-west, Raymond Carr, 
Christian Peoples Alliance, south-east, Norman Burnett, 
Christian Peoples Alliance, south-east, Suzanne Fernandes, 
Christian Peoples Alliance, south-east, Flora Amar, 
Christian Peoples Alliance, south-east, Rev Anthony, 
Christian Peoples Alliance, south-east, Dorothy Mugara, 
Christian Peoples Alliance, south-east, Kayode Shedowo, 
Christian Peoples Alliance, south-east, Bridget Oyekan, 
Christian Peoples Alliance, south-east, Nnenna St Luce, 
Christian Peoples Alliance, south-east, Chikka Roja, 
Christian Peoples Alliance, london, Sid Cordle, 
Christian Peoples Alliance, london, Yemi Awolola, 
Christian Peoples Alliance, london, Ashley Dickenson, 
Christian Peoples Alliance, london, Sharmilla Swarna, 
Christian Peoples Alliance, london, Laurence Williams, 
Christian Peoples Alliance, london, Ethel Odiete, 
Christian Peoples Alliance, london, Kevin Nichols, 
Christian Peoples Alliance, london, Stephen Hammond, 
Christian Peoples Alliance, eastern, Carl Clark, 
Christian Peoples Alliance, eastern, Mark Clamp, 
Christian Peoples Alliance, eastern, Chris Olley, 
Christian Peoples Alliance, eastern, Stephen Todd, 
Christian Peoples Alliance, eastern, Jane Clamp, 
Christian Peoples Alliance, eastern, Kirsty Evans, 
Christian Peoples Alliance, eastern, Kevin Austin, 
Liberal Democrats, north-east, Angelika Schneider, Angel4theNorth
Liberal Democrats, north-east, Owen Temple, OwenTemple2
Liberal Democrats, north-east, Christian Vassie, christianvassie
Liberal Democrats, yorkshire-and-the-humber, Edward McMillan-Scott, emcmillanscott
Liberal Democrats, yorkshire-and-the-humber, James Monaghan, JamesMonaghan
Liberal Democrats, yorkshire-and-the-humber, Joe Otten, CllrJoeOtten
Liberal Democrats, yorkshire-and-the-humber, Chris Foote-Wood, ChrisasDickens
Liberal Democrats, yorkshire-and-the-humber, Jacqueline Bell, 
Liberal Democrats, yorkshire-and-the-humber, Aqila Choudhry, 
Liberal Democrats, eastern, Andrew Duff, Andrew_Duff_MEP
Liberal Democrats, eastern, Josephine Hayes, JoHayesLibDem
Liberal Democrats, eastern, Belinda Brooks-Gordon, BelindaBG
Liberal Democrats, eastern, Stephen Robinson, sj_robinson
Liberal Democrats, eastern, Michael Green, michaelgreen01
Liberal Democrats, eastern, Linda Jack, Lindylooz
Liberal Democrats, eastern, Hugh Annand, Hugh_Annand
Liberal Democrats, north-west, Chris Davies, ChrisDaviesMEP
Liberal Democrats, north-west, Helen Foster-Grime, helen_fg
Liberal Democrats, north-west, Jo Crotty, ProfJoCrotty
Liberal Democrats, north-west, Qassim Afzal, QassimAfzal
Liberal Democrats, north-west, Jane Brophy, Cllr_JaneBrophy
Liberal Democrats, north-west, Sue McGuire, sue_mcguire
Liberal Democrats, north-west, Gordon Lishman, 
Liberal Democrats, north-west, Neil Christian, Neil_Christian
Liberal Democrats, west-midlands, Phil Bennion, PhilBennionMEP
Liberal Democrats, west-midlands, Jonathan Webber, JPMWebber
Liberal Democrats, west-midlands, Christine Tinker, ctinker2
Liberal Democrats, west-midlands, Ayoub Khan, AyoubKhanPCC
Liberal Democrats, west-midlands, Tim Bearder, timbearder
Liberal Democrats, west-midlands, Neville Farmer, nevillefarmer
Liberal Democrats, west-midlands, John Redfern, 
Liberal Democrats, scotland, George Lyon, georgelyonmep
Liberal Democrats, scotland, Christine Jardine, Cajardine
Liberal Democrats, scotland, Richard Brodie, 
Liberal Democrats, scotland, Jade Holden, JadeEHolden
Liberal Democrats, scotland, Siobhan Mathers, 
Liberal Democrats, scotland, Euan Davidson, euandavidson
Liberal Democrats, east-midlands, Bill Newton Dunn, billnewtondunn
Liberal Democrats, east-midlands, Issan Ghazni, Issanghazni
Liberal Democrats, east-midlands, Phil Knowles, PhilKnowlesLD
Liberal Democrats, east-midlands, George Smid, GeorgeSmid
Liberal Democrats, east-midlands, Deborah Newton-Cook, DNewtonCook
Liberal Democrats, south-east, Catherine Bearder, catherinemep
Liberal Democrats, south-east, Anthony Hook, antonyhook
Liberal Democrats, south-east, Dinti Batstone, DintiBatstone
Liberal Democrats, south-east, Giles Goodall, GoodallGiles
Liberal Democrats, south-east, Ian Bearder, IanBearder
Liberal Democrats, south-east, Allis Moss, 
Liberal Democrats, south-east, Steve Sollitt, stevesollitt
Liberal Democrats, south-east, Bruce Tennent, BruceTennent
Liberal Democrats, south-east, John Vincent, 
Liberal Democrats, south-east, Alan Bullion, AlanBullion
Liberal Democrats, london, Sarah Ludford, SarahLudfordMEP
Liberal Democrats, london, Jonathan Fryer, jonathanfryer
Liberal Democrats, london, Richard Davis, DrDickyD
Liberal Democrats, london, Anuja Prashar, AnujaPrashar
Liberal Democrats, london, Rosina Robson, RosinaRobson
Liberal Democrats, london, Turhan Ozen, tozen
Liberal Democrats, london, Simon James, simon4europe
Liberal Democrats, london, Matt McLaren, mattjmclaren
Liberal Democrats, wales, Alec Dauncey, alecaberystwyth
Liberal Democrats, wales, Rob Speht, 
Liberal Democrats, wales, Jackie Radford, 
Liberal Democrats, wales, Bruce Roberts, WxmBruce
Liberal Democrats, south-west, Graham Watson, grahamwatsonmep
Liberal Democrats, south-west, Kay Barnard, Kay_Barnard
Liberal Democrats, south-west, Brian Matthew, 
Liberal Democrats, south-west, Andrew Wigley, andrewwigley
Liberal Democrats, south-west, Jay Risbridger, JayRisbridger
Liberal Democrats, south-west, Lyana Armstrong-Emery, 
YOURvoice Party, south-east, Julian James, 
YOURvoice Party, south-east, Rachel Ling, LocalRachel
YOURvoice Party, south-east, Fulvia James, 
The Roman Party.AVE, south-east, Jean-Louis Pascual, 
Green Party, south-west, Molly Scott Cato, MollyScottCato
Green Party, south-west, Emily McIvor, 
Green Party, south-west, Ricky Knight, greenknight49
Green Party, south-west, Audaye Elesedy, audaye
Green Party, south-west, Judy Maciejowska, judymaciejowska
Green Party, south-west, Mark Chivers, 
Green Party, yorkshire-and-the-humber, Andrew Cooper, clrandrewcooper
Green Party, yorkshire-and-the-humber, Shan Oakes, shanoakes
Green Party, yorkshire-and-the-humber, Dr Vicky Dunn, HumberGreen
Green Party, yorkshire-and-the-humber, Denise Craghill, DeniseCraghill
Green Party, yorkshire-and-the-humber, Martin Hemingway, yorksgreenmarti
Green Party, yorkshire-and-the-humber, Kevin Warnes, kevinwarnes
Green Party, eastern, Rupert Read, GreenRupertRead
Green Party, eastern, Mark Ereira-Guyer, markereiraguyer
Green Party, eastern, Jill Mills, 
Green Party, eastern, Ash Haynes, ashlizhaynes
Green Party, eastern, Marc Scheimann, 
Green Party, eastern, Robert Lindsay, robjlinds
Green Party, eastern, Fiona Radic, FionaRadic
Green Party, west-midlands, Will Duckworth, WillDuckworthGP
Green Party, west-midlands, Aldo Mussi, 
Green Party, west-midlands, Vicky Duckworth, VickyDuckworth
Green Party, west-midlands, Tom Harris, mrtomharris
Green Party, west-midlands, Karl Macnaughton, CllrKarl
Green Party, west-midlands, Duncan Kerr, DunxKerr
Green Party, west-midlands, Laura Vesty, 
Green Party, east-midlands, Kat Boettge, KatBoettge
Green Party, east-midlands, Sue Mallender, Sue_Mallender
Green Party, east-midlands, Richard Mallender, CllrRMallender
Green Party, east-midlands, Peter Allen, petergreenleft
Green Party, east-midlands, Simon Hales, shales73
Green Party, north-west, Peter Cranie, PeterCranie
Green Party, north-west, Gina Dowding, 
Green Party, north-west, Laura Bannister, 
Green Party, north-west, Jill Perry, 
Green Party, north-west, John Knight, 
Green Party, north-west, Ulrike Zeshan, 
Green Party, north-west, Lewis Coyne, LewisCoyne
Green Party, north-west, Jake Welsh, veganfishcake
Green Party, london, Jean Lambert, GreenJeanMEP
Green Party, london, Caroline Allen, Green_Caroline
Green Party, london, Haroon Saad, HaroonSaad1
Green Party, london, Shahrar Ali, shahrarali
Green Party, london, Danny Bates, Green_DannyB
Green Party, london, Tracey Hague, 
Green Party, london, Violeta Vajda, violetavajda
Green Party, london, Amelia Womack, green_ballerina
Green Party, wales, Pippa Bartolotti, pippabartolotti
Green Party, wales, John Matthews, 
Green Party, wales, Chris Were, ChristopherWere
Green Party, wales, Rozz Cutler, 
Green Party, north-east, Shirley Ford, ShirleyFord15
Green Party, north-east, Alison Whalley, alisonjwhalley
Green Party, north-east, Caroline Robinson, 
Green Party, south-east, Keith Taylor, GreenKeithMEP
Green Party, south-east, Alexandra Phillips, 
Green Party, south-east, Derek Wall, Anothergreen
Green Party, south-east, Jason Kitcat, jasonkitcat
Green Party, south-east, Miriam Kennet, 
Green Party, south-east, Beverley Golden, 
Green Party, south-east, Jonathan Essex, 
Green Party, south-east, Jonathan Kent, Jolph
Green Party, south-east, Stuart Jeffrey, stuartjeffery
Green Party, south-east, Ray Cunningham, 
Aspire To Better, northern-ireland, Tina McKenzie, 
